INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(508,'Dromedar','Dromedary',500,502,3,70,2,4200,12,3,50,2,6,470,706,236,700,7000,700,'17.08.2021','dromedar.jpg'),
(509,'Erdferkel','Aardvark',500,503,1,75,2,4500,12,3,45,3,8,164,55,109,750,7500,750,'02.04.2019','erdferkel.jpg'),
(510,'Erdmännchen','Meerkat',500,501,3,95,2,5700,13,3,35,4,10,63,32,95,950,9500,950,'04.12.2018','erdmaennchen.jpg'),
(511,'Fennek','Fennec Fox',500,501,1,65,2,5200,12,4,42,3,8,54,81,27,650,6500,650,'19.03.2019','fennek.jpg'),
(512,'Flusspferd','Hippopotamus',500,503,2,110,2,4400,14,2,90,1,6,102,51,153,1100,11000,1100,'16.04.2018','flusspferd.jpg'),
(513,'Giraffengazelle','Gerenuk',500,502,2,105,2,6300,14,3,70,2,10,591,394,197,1050,10500,1050,'02.08.2022','giraffengazelle.jpg'),
(514,'Großer Ameisenbär','Giant Anteater',500,504,2,97,2,3880,14,2,75,1,6,390,585,195,970,9700,970,'01.09.2020','großer-ameisenbaer.jpg'),
(515,'Honigdach','Honey Badger',500,502,2,90,2,5400,13,3,60,2,8,93,185,278,900,9000,900,'23.11.2020','honigdach.jpg'),
(516,'Impala','Impala',500,501,1,67,2,5360,11,4,75,1,10,107,213,318,670,6700,670,'04.08.2020','impala.jpg'),
(517,'Kaffernbüffel','African Buffalo',500,503,1,325000,1,4000,14,2,90,1,5,532,798,266,1000,65000,6500,'16.04.2018','kaffernbueffel.jpg'),
(518,'Kap-Großkudu','Greater Kudu',500,501,3,50,2,4000,10,4,55,2,10,100,149,50,500,5000,500,'04.12.2023','kap-großkudu.jpg'),
(519,'Löffelhund','Bat-Eared Fox',500,501,1,85,2,5100,13,3,42,3,8,247,165,83,850,8500,850,'10.12.2019','loeffelhund.jpg'),
(520,'Löwe','Lion',500,501,0,40,2,3200,9,4,85,1,6,29,57,86,400,4000,400,'16.04.2018','loewe.jpg'),
(521,'Netzgiraffe','Reticulated Giraffe',500,502,1,80,2,4800,12,3,100,1,5,98,147,49,800,8000,800,'16.04.2018','netzgiraffe.jpg'),
(522,'Riesen-Elenantilope','Giant Eland',500,504,3,85,2,5100,13,3,55,2,6,460,231,690,850,8500,850,'25.10.2022','riesen-elenantilope.jpg'),
(523,'Rotschnabeltoko','Northern Red-Billed Hornbill',500,501,2,95,2,5700,13,2,85,1,8,90,135,45,950,9500,950,'23.07.2019','rotschnabeltoko.jpg'),
(524,'Sandkatze','Sand Cat',500,501,1,75,2,6000,12,4,45,3,10,513,171,342,750,7500,750,'17.08.2021','sandkatze.jpg'),
(525,'Schabrackenhyäne','Brown Hyena',500,503,3,105,2,4200,14,2,66,2,6,613,307,919,1050,10500,1050,'05.07.2022','schabrackenhyaene.jpg'),
(526,'Somalistrauß','Somali Ostrich',500,502,3,70,2,5600,12,4,60,2,10,76,226,151,700,7000,700,'21.11.2023','somalistrauß.jpg'),
(527,'Spitzmaulnaßhorn','Black Rhinoceros',500,501,2,87,2,5220,13,3,100,1,6,500,333,167,870,8700,870,'04.07.2023','spitzmaulnasshorn.jpg'),
(528,'Trampeltier','Bactrian Camel',500,503,2,75,2,4500,12,3,50,2,6,40,118,79,750,7500,750,'01.10.2019','trampeltier.jpg'),
(529,'Tüpfelhyäne','Spotted Hyena',500,504,3,95,2,4800,13,2,66,2,5,235,157,79,950,9500,950,'28.05.2019','tuepfelhyaene.jpg'),
(530,'Warzenschwein','Warthog',500,503,3,120,2,7200,15,3,60,2,8,95,143,48,1200,12000,1200,'16.10.2018','warzenschwein.jpg'),
(531,'Weissgesichtseule','White-Faced Owl',500,504,1,80,2,6400,12,4,80,1,10,160,106,53,800,8000,800,'24.10.2019','weissgesichtseule.jpg'),
(532,'Weissschwanzmanguste','White-Tailed Mongoose',500,501,2,85,2,5400,13,3,40,3,8,199,100,299,850,8500,850,'12.05.2020','weissschwanzmanguste.jpg'),
(533,'Wollkopfgeier','White-Headed Vulture',500,501,1,69000,1,5400,13,3,80,1,6,75,224,150,900,13800,1380,'22.03.2022','wollkopfgeier.jpg'),
(534,'Zebramanguste','Banded Mongoose',500,502,3,86,2,5160,13,3,40,3,8,131,392,261,860,8600,860,'13.04.2021','zebramanguste.jpg'),
(535,'Riesen-Rappenantilope','Royal Sable Antelope',500,501,2,89,2,5340,13,3,80,1,10,206,309,104,890,8900,890,'30.07.2024','riesen-rappenantilope.jpg'),
(536,'Weissschwanzgnu','Black Wildebeest',500,502,3,195000,1,5700,13,3,90,1,6,154,462,308,950,39000,3900,'25.02.2020','weissschwanzgnu.jpg'),
(537,'Asiatischer Esel','Onager',500,504,2,95,2,6400,12,4,60,2,10,179,90,269,950,9500,950,'27.08.2024','asiatischer-esel.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Dschungel
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(601,'Banteng','Banteng',600,603,1,80,2,4800,12,3,90,1,6,455,228,682,800,8000,800,'31.08.2021','banteng.jpg'),
(602,'Bartschwein','Bearded Pig',600,602,2,86,2,5160,13,3,86,1,8,217,433,649,860,8600,860,'07.06.2022','bartschwein.jpg'),
(603,'Berggorilla','Mountain Gorilla',600,601,2,55000,1,6600,14,3,64,2,8,42,84,126,1100,11000,1100,'07.08.2018','berggorilla.jpg'),
(604,'Binturong','Binturong',600,602,2,76,2,4560,12,3,80,1,8,null,null,null,760,7600,760,'26.10.2021','binturong.jpg'),
(605,'Blauaugenmaki','Blue-Eyed Black Lemur',600,602,2,60,2,4800,11,4,40,3,8,124,186,62,600,6000,600,'23.05.2024','blauaugenmaki.jpg'),
(606,'Borstenkopf','Pesquets Parrot',600,602,3,100,2,4000,14,2,60,2,6,1042,348,695,1000,10000,1000,'28.02.2022','borstenkopf.jpg'),
(607,'Brazzameerkatze','De Brazzas Monkey',600,601,2,84,2,5040,13,3,70,2,6,150,75,224,840,8400,840,'16.03.2021','brazzameerkatze.jpg'),
(608,'Brillenflughund','Flying Fox',600,601,1,95,2,5700,13,3,50,2,6,132,88,45,950,9500,950,'25.10.2018','brillenflughund.jpg'),
(609,'Faultier','Sloth',600,601,3,125,2,5000,15,2,54,2,6,123,185,62,1250,12500,1250,'06.11.2018','faultier.jpg'),
(610,'Goldkronen-Flughund','Giant Golden-Crowned Flying Fox',600,601,1,78,2,4680,12,3,45,3,8,103,309,206,780,7800,780,'07.05.2024','goldkronen-flughund.jpg'),
(611,'Große Anakonda','Green Anaconda',600,603,1,100,2,4000,14,2,100,1,4,71,213,143,1000,10000,1000,'16.04.2018','große-anakonda.jpg'),
(612,'Große Otterspitzmaus','Giant Otter Shrew',600,602,2,80,2,4800,12,3,60,2,8,null,null,null,800,8500,850,'09.11.2022','große-otterspitzmaus.jpg'),
(613,'Harpyie','Harpy Eagle',600,601,3,100,2,4000,14,2,85,1,6,200,600,400,1000,10000,1000,'30.06.2020','harpyie.jpg'),
(614,'Hellroter Ara','Scarlet Macaw',600,601,0,60,2,4800,11,4,55,2,8,78,52,26,600,6000,600,'16.04.2018','hellroter-ara.jpg'),
(615,'Helmkasuar','Southern Cassowary',600,602,1,65,2,5200,11,4,64,2,8,441,221,662,650,6500,650,'06.07.2022','helmkasuar.jpg'),
(616,'Jentink-Ducker','Jentinks Duiker',600,603,3,59,2,4720,11,4,45,3,10,61,183,122,590,5900,590,'19.12.2023','jentink-ducker.jpg'),
(617,'Kaiserschnurrbarttamarin','Emperor Tamarin',600,601,3,75,2,6000,12,4,42,3,10,371,124,247,750,7500,750,'17.08.2021','kaiserschnurrbarttamarin.jpg'),
(618,'Kakapo','Kakapo',600,602,3,75,2,6000,12,4,70,2,10,202,68,135,750,7500,750,'21.01.2020','kakapo.jpg'),
(619,'Kleideraffe','Douc',600,602,2,120,2,4800,14,2,75,1,6,513,171,342,1200,12000,1200,'22.06.2021','kleideraffe.jpg'),
(620,'Köhlerschildkröte','Red-Footed Tortoise',600,603,2,89,2,5340,13,3,45,3,8,129,386,257,890,8900,890,'04.06.2024','koehlerschildkroete.jpg'),
(621,'Komodowaran','Komodo Dragon',600,603,2,95,2,3800,13,2,80,1,5,79,157,235,950,9500,950,'05.02.2019','komodowaran.jpg'),
(622,'Königstiger','Bengal Tiger',600,602,3,130,2,5200,16,2,100,1,6,58,116,174,1300,13000,1300,'29.05.2018','koenigstiger.jpg'),
(623,'Krabbenwaschbär','Crab-Eating Raccoon',600,603,3,35,2,3500,8,5,45,3,10,23,45,68,350,3500,350,'17.02.2022','krabbenwaschbaer.jpg'),
(624,'Kurzohrfuchs','Short-Eared Zorro',600,602,2,70,2,4200,12,3,50,2,8,189,283,94,700,7000,700,'09.05.2023','kurzohrfuchs.jpg'),
(625,'Löwenäffchen','Lion Tamarin',600,601,2,75,2,6000,12,4,42,3,10,162,81,243,750,7500,750,'14.04.2020','loewenaeffchen.jpg'),
(626,'Maikong','Maikong',600,603,3,69,2,4140,11,3,50,2,6,606,303,910,690,6900,690,'17.03.2022','maikong.jpg'),
(627,'Mandrill','Mandrill',600,601,3,110,2,4200,14,2,65,2,6,323,108,216,1100,11000,1100,'28.08.2019','mandrill.jpg'),
(628,'Mantelaffe','Guereza',600,601,2,100,2,4000,14,2,60,2,6,1022,341,682,1050,10500,1050,'27.09.2022','mantelaffe.jpg'),
(629,'Matschie Baumkänguru','Matschies Tree Kangaroo',600,601,1,60,2,4800,11,4,40,3,10,86,258,172,600,6000,600,'10.05.2023','matschie-baumkaenguru.jpg'),
(630,'Nasenaffe','Proboscis Monkey',600,602,2,125000,1,5400,13,3,70,2,9,90,180,180,900,25000,2500,'16.02.2022','nasenaffe.jpg'),
(631,'Nebelparder','Clouded Leopard',600,602,3,89,2,5340,13,3,85,1,6,328,492,164,890,8900,890,'07.07.2020','nebelparder.jpg'),
(632,'Nepaluhu','Spot-Bellied Eagle-Owl',600,601,2,82,2,4920,12,3,85,1,8,470,235,703,820,8200,820,'26.10.2021','nepaluhu.jpg'),
(633,'Netzpython','Reticulated Python',600,602,3,60,2,4800,11,4,35,4,8,155,78,233,600,6000,600,'25.10.2023','netzpython.jpg'),
(634,'Nilkrokodil','Nile Crocodile',600,603,2,50000,1,4000,14,2,90,1,4,79,237,158,1000,10000,1000,'16.04.2018','nilkrokodil.jpg'),
(635,'Orang Utan','Orangutan',600,602,3,120,2,7200,15,3,64,2,8,95,143,48,1200,12000,1200,'02.04.2019','orang-utan.jpg'),
(636,'Pakarana','Pacarana',600,603,2,96,2,5700,13,3,70,2,8,272,815,543,950,9500,950,'22.03.2022','pakarana.jpg'),
(637,'Panama-Kapuzineraffe','Panamanian White-Faced Capuchin',600,603,3,73,2,4380,12,3,42,3,8,273,137,409,730,7300,730,'07.07.2020','panama-kapuzineraffe.jpg'),
(638,'Panter','Panther',600,602,1,35000,1,2800,12,2,90,1,4,64,191,128,700,7000,700,'16.04.2018','panter.jpg'),
(639,'Riesenkönigshörnchen','Indian Giant Squirrel',600,601,1,100,2,6000,14,3,50,2,8,36,110,73,1000,10000,1000,'11.04.2019#','riesenkoenigshoernchen.jpg'),
(640,'Riesenotter','Giant Otter',600,603,1,88,2,5280,13,3,75,1,6,593,198,395,880,8800,880,'18.08.2020','riesenotter.jpg'),
(641,'Riesentukan','Toco Toucan',600,601,3,60000,1,4800,15,2,60,2,6,60,120,179,1200,12000,1200,'16.04.2018','riesentukan.jpg'),
(642,'Roter Uakari','Bald Uakari',600,601,2,90,2,5400,13,3,70,2,6,1061,355,707,900,9000,900,'26.10.2022','roter-uakari.jpg'),
(643,'Rothalsfilander','Red-Necked Pademelon',600,602,2,68,2,4080,11,3,40,3,8,182,273,91,680,6800,680,'26.05.2023','rothalsfilander.jpg'),
(644,'Saola','Saola',600,603,3,90,2,5400,13,3,55,2,8,669,224,446,900,9000,900,'07.09.2022','saola.jpg'),
(645,'Satansaffe','Black Bearded Saki',600,601,3,90,2,5400,13,3,65,2,6,559,279,838,900,9000,900,'02.08.2022','satansaffe.jpg'),
(647,'Sumatra-Tiger','Sumatran Tiger',600,602,3,100,2,6000,14,3,70,2,8,233,78,155,1000,10000,1000,'09.03.2023','sumatra-tiger.jpg'),
(648,'Tamandua','Tamandua',600,603,2,100,2,4000,14,2,90,1,6,194,97,291,1000,10000,1000,'08.12.2020','tamandua.jpg'),
(649,'Tamarau','Tamaraw',600,603,3,70,2,5600,12,4,70,2,12,1189,126,63,700,7000,700,'07.12.2023','tamarau.jpg'),
(650,'Tüpfelkuskus','Cuscus',600,601,3,80,2,4800,12,3,45,3,8,485,323,162,800,8000,800,'23.03.2021','tuepfelkuskus.jpg'),
(651,'Weißhand-Gibbon','Lar Gibbon',600,601,2,100,2,6000,14,3,42,3,8,82,41,123,1000,10000,1000,'14.03.2019','weißhand-gibbon.jpg'),
(652,'Westlicher Flachlandgorilla','Western Lowland Gorilla',600,601,2,125,2,7500,15,3,64,2,8,null,null,null,1250,12500,1250,'07.05.2024','westlicher-flachlandgorilla.jpg'),
(653,'Wickelbär','Kinkajou',600,602,2,85,2,3400,13,2,45,3,5,49,98,147,850,8500,850,'22.01.2019','wickelbaer.jpg'),
(654,'Zwergflusspferd','Pygmy Hippopotamus',600,602,2,125,2,7500,15,3,35,4,10,null,null,null,1250,12500,1250,'02.07.2024','zwergflusspferd.jpg'),
(655,'Scharlachsichler','Scarlet Ibis',600,602,2,128,2,7680,16,3,50,2,8,null,null,null,1280,12800,1280,'30.07.2024','scharlachsichler.jpg'),
(656,'Asiatischer Elefant','Asian Elephant',600,801,3,125,2,5000,15,2,95,1,6,null,null,null,1250,12500,1250,'24.09.2024','asiatischer-elefant.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Eis
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(701,'Adeliepinguin','Adelie Pengiun',700,701,1,65,2,5200,11,4,35,4,8,41,123,82,650,6500,650,'04.12.2022','adeliepinguin.jpg'),
(702,'Arktischer Ziesel','Arctic Ground Squirrel',700,701,1,60,2,4800,11,4,50,2,10,342,513,171,600,6000,600,'07.12.2021','arktischer-ziesel.jpg'),
(703,'Eisbär','Polar Bear',700,701,1,120,2,4800,15,2,90,1,6,236,157,79,1200,12000,1200,'14.03.2019','eisbaer.jpg'),
(704,'Glanzfasan','Himalayan Monal',700,702,1,84,2,5040,13,3,60,2,8,97,192,288,840,8400,840,'23.03.2021','glanzfasan.jpg'),
(705,'Himalaya-Tahr','Himalayan Tahr',700,701,1,245000,1,5100,13,3,50,2,8,403,269,135,850,49000,4900,'05.05.2020','himalaya-tahr.jpg'),
(706,'Jakuten-Pferd','Yakutian Horse',700,702,1,110,2,4400,14,2,65,2,6,501,250,750,1100,11000,1100,'15.02.2022','jakuten-pferd.jpg'),
(707,'Japanischer Serau','Japanese Serow',700,702,1,84,2,5040,13,3,55,2,10,90,179,269,840,8400,840,'06.07.2021','japanischer-serau.jpg'),
(708,'Japanmakak','Japanese Macaque',700,702,1,75,2,4500,12,3,70,2,8,349,175,524,750,7500,750,'07.12.2021','japanmakak.jpg'),
(709,'Kaiserpinguin','Emperor Pengiun',700,701,3,85,2,5100,13,3,55,2,10,164,55,109,850,8500,850,'14.03.2019','kaiserpinguin.jpg'),
(710,'Kanadischer Luchs','Canadian Lynx',700,701,3,100,2,4000,14,2,70,2,6,247,165,83,1000,10000,1000,'08.10.2019','kanadischer-luchs.jpg'),
(711,'Moschusochse','Musk Ox',700,701,3,105,2,4200,14,2,95,1,6,280,419,140,1050,10500,1050,'17.03.2020','moschusochse.jpg'),
(712,'Moschustier','Musk Deer',700,702,2,71,2,5680,12,4,55,2,10,380,253,127,710,7100,710,'27.10.2020','moschustier.jpg'),
(713,'Polarfuchs','Arctic Fox',700,701,1,70000,1,4400,14,2,50,2,6,85,170,254,110,14000,1400,'14.03.2019','polarfuchs.jpg'),
(714,'Polarwolf ','Arctic Wolf',700,701,2,57500,1,4600,15,2,60,2,6,298,199,99,1150,11500,1150,'22.08.2019','polarwolf.jpg'),
(715,'Schneeeule','Snow Owl',700,701,2,85,2,5100,13,3,80,1,9,158,237,80,850,8500,850,'02.10.2019','schneeeule.jpg'),
(716,'Schneegans','Snow Goose',700,702,3,64,2,5120,11,4,40,3,8,70,140,209,640,6400,640,'29.03.2023','schneegans.jpg'),
(717,'Schneehase','Snow Hare',700,701,0,10000,1,3200,6,8,37,3,12,104,69,35,200,2000,200,'14.03.2019','schneehase.jpg'),
(718,'Schneeleopard','Snow Leopard',700,701,2,100,2,4000,14,2,37,3,6,106,317,211,1000,10000,1000,'03.12.2019','schneeleopard.jpg'),
(719,'Schneeziege','Rocky Mountain Goat',700,702,1,64,2,5120,11,4,90,1,8,165,329,493,640,6400,640,'09.12.2020','schneeziege.jpg'),
(720,'Sibirischer Tiger','Siberian Tiger',700,703,3,92,2,5520,12,3,80,1,8,243,363,121,920,9200,920,'20.12.2022','sibirischer-tiger.jpg'),
(721,'Tibetfuchs','Tibetan Fox',700,702,2,100,2,4000,14,2,60,2,6,455,152,303,1000,10000,1000,'01.12.2020','tibetfuchs.jpg'),
(722,'Vielfraß','Wolverine',700,701,2,100,2,4000,14,2,80,1,6,93,186,279,1000,10000,1000,'20.08.2019','vielfraß.jpg'),
(723,'Weißwangengans','Barnacle Goose',700,702,2,80,2,6400,12,4,45,3,12,267,134,401,800,8000,800,'04.05.2022','weißwangengans.jpg'),
(724,'Yak','Yak',700,702,3,120,2,4800,15,2,95,1,6,338,507,170,1200,12000,1200,'19.01.2021','yak.jpg'),
(725,'Zobel','Sable',700,702,2,80,2,4800,12,3,40,3,8,127,254,381,800,8000,800,'06.01.2023','zobel.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Wasser
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(801,'Amazonas Delfin','Amazon River Dolphin',800,802,2,110,2,6600,14,3,80,1,12,null,null,null,1100,11000,1100,'21.09.2023','amazonas-delfin.jpg'),
(802,'Bandrobbe','Ribbon Seal',800,801,2,79,2,4740,12,3,85,1,8,98,196,293,790,7900,790,'07.07.2020','bandrobbe.jpg'),
(803,'Belugawal','Beluga Whale',800,802,3,100,2,4000,14,2,100,1,6,417,625,209,1000,10000,1000,'08.06.2020','belugawal.jpg'),
(804,'Brillenpelikan','Australian Pelican',800,801,1,195000,1,4800,11,4,50,2,6,277,185,93,600,39000,3900,'30.08.2022','brillenpelikan.jpg'),
(805,'Brillenpinguin','African Penguin',800,801,1,64,2,5120,11,4,45,3,12,56,168,112,640,6400,640,'06.12.2023','brillenpinguin.jpg'),
(806,'Buckelwal','Humpback Whale',800,802,2,120,2,4800,15,2,120,1,6,682,455,228,1200,12000,1200,'21.11.2023','buckelwal.jpg'),
(807,'Commerson-Delphin','Commersons Dolphin',800,802,2,100,2,6000,14,3,85,1,8,150,300,450,1000,10000,1000,'17.01.2023','commerson-delphin.jpg'),
(808,'Dugong','Dugong',800,802,2,175000,1,6400,12,4,80,1,10,76,226,151,800,35000,3500,'21.11.2023','dugong.jpg'),
(809,'Echte Karrettschildkröte','Hawsbill Sea Turtle',800,801,3,90,2,5400,13,3,55,2,8,258,516,775,900,9000,900,'10.05.2022','echte-karrettschildkroete.jpg'),
(810,'Felsenpinguin','Rockhopper Pengiun',800,801,2,75,2,5100,13,3,45,3,8,94,189,283,780,7800,780,'08.02.2022','felsenpinguin.jpg'),
(811,'Fransenschildkröte','Mata Mata',800,801,1,500000,1,4200,12,3,45,3,6,180,542,362,700,100000,10000,'17.05.2023','fransenschildkroete.jpg'),
(812,'Gangesgavial','Gharial',800,801,1,75,2,4500,12,3,70,2,6,412,274,137,750,7500,750,'10.10.2023','gangesgavial.jpg'),
(813,'Großer Tümmler','Bottlenose Dolphin',800,802,3,110,2,6600,14,3,85,1,8,334,111,223,1100,11000,1100,'25.11.2019','großer-tuemmler.jpg'),
(814,'Hammerhai','Hammerhead Shark',800,802,3,115,2,4000,15,2,120,1,4,437,1310,874,1150,11500,1150,'07.06.2022','hammerhai.jpg'),
(815,'Irawadidelfin','Irrawaddy Dolphin',800,802,1,80,2,6400,12,4,70,2,12,null,null,null,800,8000,800,'25.01.2024','irawadidelfin.jpg'),
(816,'Kalifornischer Schweinswal','Vaquita',800,802,1,72,2,4320,12,3,70,2,8,189,94,283,720,7200,720,'13.02.2024','kalifornischer-schweinswal.jpg'),
(817,'Klappmütze','Hooded Seal',800,802,2,90,2,5400,13,3,90,1,6,309,618,926,900,9000,900,'17.08.2021','klappmuetze.jpg'),
(818,'Mähnenrobbe','Southern Sea Lion',800,801,3,110,2,4400,14,2,115,1,4,553,277,830,1100,11000,1100,'06.07.2021','maehnenrobbe.jpg'),
(819,'Mandarinente','Mandarin Duck',800,802,0,25000,1,5000,10,5,40,3,12,115,172,58,500,5000,500,'25.11.2019','mandarinente.jpg'),
(820,'Mississippi-Aligator','Mississippi Alligator',800,801,2,99,2,5940,14,3,90,1,7,309,617,926,990,9900,990,'22.03.2022','mississippi-aligator.jpg'),
(821,'Narwal','Narwhale',800,802,3,120,2,4800,15,2,125,1,4,666,999,333,1200,12000,1200,'11.05.2021','narwal.jpg'),
(822,'Orca','Orca',800,802,3,125,2,5000,15,2,120,1,4,591,886,295,1250,12500,1250,'23.11.2020','orca.jpg'),
(823,'Papageintaucher','Puffin',800,802,1,80,2,6400,12,4,45,3,10,492,164,328,800,8000,800,'23.11.2021','papageintaucher.jpg'),
(824,'Prachteiderente','King Eider',800,801,2,65,2,5200,11,4,42,3,10,213,318,107,650,6500,650,'29.10.2020','prachteiderente.jpg'),
(825,'Riemenfisch','Oarfish',800,802,2,125000,1,4680,12,3,85,1,6,377,252,126,750,25000,2500,'21.11.2023','riemenfisch.jpg'),
(826,'Riesenmanta','Giant Oceanic Manta Ray',800,802,1,210000,1,4000,14,2,90,1,6,484,323,161,1000,42000,4200,'25.11.2019','riesenmanta.jpg'),
(827,'Riesen-Süßwasserstechrochen','Giant Freshwater Stingray',800,802,0,100,2,4000,14,2,85,1,6,null,null,null,1000,10000,1000,'25.06.2024','riesen-suesswasserstechrochen.jpg'),
(828,'Riffmanta','Reef Manta Ray',800,802,1,75,2,4500,12,3,65,2,8,189,283,94,750,7500,750,'21.11.2023','riffmanta.jpg'),
(829,'Rote Riesenkrake','Red Giant Octopus',800,801,2,100,2,4000,14,2,100,1,6,375,251,125,1000,10000,1000,'25.11.2019','rote riesenkrake.jpg'),
(830,'Rundschwanzseekuh','Manatee',800,802,3,120,2,4800,15,3,115,1,6,567,188,376,1200,12000,1200,'08.06.2021','rundschwanzseekuh.jpg'),
(831,'Sägerochen','Sawfisch',800,802,3,105,2,4200,14,2,70,2,6,null,null,null,1050,10500,1050,'26.09.2023','saegerochen.jpg'),
(832,'Salmaa-Ringelrobbe','Saimaa Ringed Seal',800,801,1,70,2,4500,12,3,70,2,8,189,283,94,750,7500,750,'12.03.2024','salmaa-ringelrobbe.jpg'),
(833,'Schnabeltier','Platypus',800,801,3,110,2,6600,14,3,50,2,8,228,341,114,1100,11000,1100,'12.05.2020','schnabeltier.jpg'),
(834,'Schwarzhalsschwan','Black-Necked Swan',800,801,2,70,2,5600,12,4,40,3,12,61,121,182,700,7000,700,'08.03.2023','schwarzhalsschwan.jpg'),
(835,'See-Elefant','Elephant Seal',800,801,2,340000,1,5100,13,3,100,1,6,460,690,231,850,68000,6800,'24.09.2020','see-elefant.jpg'),
(836,'Seeleopard','Leopard Seal',800,801,2,85,2,5100,13,2,90,1,8,379,570,190,850,8500,850,'21.07.2022','seeleopard.jpg'),
(837,'Seeotter','Sea Otter',800,801,2,90,2,5400,13,3,50,2,9,372,249,131,900,9000,900,'25.11.2019','seeotter.jpg'),
(838,'Tigerhai','Tiger Shark',800,802,1,120,2,4800,15,2,120,1,5,209,626,417,1200,12000,1200,'16.02.2021','tigerhai.jpg'),
(839,'Trompetenschwan','Trumpeter Swan',800,801,0,55,2,4400,10,4,50,2,10,88,131,44,550,5500,550,'19.06.2024','trompetenschwan.jpg'),
(840,'Walross','Walrus',800,801,2,85,2,5100,13,3,90,1,8,205,308,103,850,8500,850,'25.11.2019','walross.jpg'),
(841,'Wander-Albatros','Snowy Albatross',800,802,3,100,2,6000,14,3,50,2,10,257,385,129,1000,10000,1000,'17.06.2024','wander-albatros.jpg'),
(842,'Weißer Hai','Great White Shark',800,802,2,80,2,4800,12,3,100,1,6,448,150,299,800,8000,800,'21.11.2023','weißer-hai.jpg'),
(843,'Leistenkrokodil','Saltwater Crocodile',800,801,1,65,2,3900,11,3,85,1,6,64,190,127,650,6500,650,'23.10.2024','leistenkrokodil.jpg'),
(844,'Rosa Pelikan','White Pelican',800,801,3,65,2,3900,11,3,55,2,6,164,109,55,650,6500,650,'07.11.2024','rosa-pelikan.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Blattdickicht
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(1101,'Buntmarder','Yellow-Troated Marten',1100,1101,2,90,2,5400,13,3,50,2,10,240,360,120,900,9000,900,'02.07.2024','bundmarder.jpg'),
(1102,'Eigentlicher Streifentenrek','Lowland Streaked Tenrec',1100,1102,3,150000,1,5440,11,4,45,3,10,171,256,85,680,30000,3000,'28.12.2023','eigentlicher-streifentenek.jpg'),
(1103,'Feuersalamander','Fire Salamander',1100,1101,3,225000,1,4500,9,5,45,3,10,160,239,80,450,45000,4500,'17.10.2023','feuersalamander.jpg'),
(1104,'Geflügelte Stabschrecke','Pink-Winged Stick Insect',1100,1102,2,67,2,4020,11,3,30,4,8,89,267,178,670,6700,670,'13.04.2023','gefluegelte-stabschrecke.jpg'),
(1105,'Goldbaumsteiger','Green-and-Black Poison Dart Frog',1100,1102,2,80,2,4800,12,3,55,2,6,129,257,386,800,8000,800,'14.03.2023','goldbaumsteiger.jpg'),
(1106,'Haselmaus','Hazel Dormouse',1100,1101,0,44500,1,5440,11,4,50,2,10,31,92,61,680,8900,890,'12.10.2021','haselmaus.jpg'),
